episode,reward,loss
199,-1.0,-10.329898834228516
200,2.0,301.74627685546875
201,-1.0,66.96866607666016
202,3.0,198.8754425048828
203,-3.0,-49.02351379394531
204,3.0,355.29620361328125
205,-1.0,62.97053146362305
206,-11.0,864.23681640625
207,-2.0,-1.0885467529296875
208,6.0,597.451416015625
209,1.0,67.4465103149414
210,11.0,2021.8258056640625
211,4.0,223.8502197265625
212,7.0,856.3905029296875
213,2.0,153.5862579345703
214,2.0,85.43644714355469
215,-6.0,124.05068969726562
216,0.0,259.47869873046875
217,2.0,82.14079284667969
218,-1.0,139.16293334960938
219,1.0,98.31688690185547
220,1.0,311.6537780761719
221,5.0,482.4263000488281
222,1.0,224.81124877929688
223,1.0,144.80377197265625
224,-3.0,46.10722351074219
225,4.0,298.27191162109375
226,-3.0,-5.8294677734375
227,0.0,6.28369140625
228,-5.0,162.23377990722656
229,-2.0,-19.404327392578125
230,3.0,145.80435180664062
231,7.0,861.6805419921875
232,4.0,347.92901611328125
233,-2.0,-41.69036865234375
234,-1.0,106.6467056274414
235,-4.0,25.4384765625
236,-1.0,81.82308959960938
237,-4.0,134.2886962890625
238,6.0,1000.1778564453125
239,1.0,303.23541259765625
240,4.0,234.3516845703125
241,-2.0,131.65440368652344
242,2.0,110.64778900146484
243,-2.0,19.176315307617188
244,3.0,210.55966186523438
245,3.0,124.83680725097656
246,1.0,319.7861328125
247,-1.0,-18.950759887695312
248,-9.0,372.24188232421875
249,0.0,98.54837799072266
250,5.0,488.54931640625
251,7.0,768.258544921875
252,-7.0,434.64923095703125
253,0.0,44.55065155029297
254,4.0,350.95947265625
255,-1.0,29.912567138671875
256,4.0,492.106689453125
257,2.0,121.71632385253906
258,2.0,234.2255859375
259,4.0,205.99046325683594
260,-1.0,371.846923828125
261,1.0,279.2244873046875
262,0.0,145.11500549316406
263,4.0,621.3404541015625
264,3.0,238.97584533691406
265,6.0,443.09906005859375
266,1.0,11.717826843261719
267,-1.0,20.005584716796875
268,-2.0,23.46033477783203
269,-2.0,7.18597412109375
270,2.0,88.33802795410156
271,-2.0,-13.550125122070312
272,7.0,565.7274169921875
273,2.0,100.3116226196289
274,6.0,618.6472778320312
275,7.0,851.766845703125
276,-1.0,176.4178924560547
277,-3.0,-13.677574157714844
278,5.0,380.6589050292969
279,-3.0,-52.09510040283203
280,2.0,127.68247985839844
281,1.0,-1.7314224243164062
282,7.0,961.4833984375
283,-3.0,48.735076904296875
284,1.0,125.76625061035156
285,-4.0,194.885498046875
286,4.0,362.49444580078125
287,3.0,255.63868713378906
288,2.0,860.2681274414062
289,4.0,330.7306213378906
290,0.0,35.75633239746094
291,7.0,904.8916015625
292,-5.0,127.6524658203125
293,6.0,389.8772277832031
294,-1.0,-31.542015075683594
295,5.0,676.2481689453125
296,9.0,1190.7852783203125
297,7.0,797.2901611328125
298,-2.0,-0.6008682250976562
299,5.0,713.0911865234375
300,11.0,1638.5546875
301,-2.0,397.0776062011719
302,-1.0,76.60557556152344
303,7.0,369.64495849609375
304,2.0,155.98333740234375
305,2.0,41.38240432739258
306,7.0,342.28497314453125
307,9.0,791.6773071289062
308,11.0,1191.2230224609375
309,7.0,341.4327697753906
310,9.0,596.0731811523438
311,7.0,292.4202880859375
312,13.0,569.7855224609375
313,13.0,396.14410400390625
314,11.0,365.29266357421875
315,13.0,835.0133056640625
316,8.0,1393.56103515625
317,8.0,758.8193359375
318,3.0,835.5863037109375
319,5.0,474.3061828613281
320,5.0,399.86285400390625
321,11.0,513.0822143554688
322,7.0,323.7125549316406
323,3.0,179.54881286621094
324,10.0,771.90625
325,10.0,1411.536865234375
326,3.0,1003.8316650390625
327,6.0,438.7913513183594
328,4.0,277.47869873046875
329,7.0,242.72442626953125
330,5.0,245.21591186523438
331,6.0,382.7283020019531
332,8.0,631.3290405273438
333,10.0,780.9669799804688
334,1.0,514.0701293945312
335,4.0,199.16964721679688
336,-7.0,1681.452392578125
337,7.0,515.4561767578125
338,-6.0,1570.9091796875
339,4.0,131.19192504882812
340,7.0,211.79800415039062
341,6.0,459.79693603515625
342,12.0,700.3867797851562
343,8.0,828.3475341796875
344,14.0,1648.2166748046875
345,-3.0,372.118408203125
346,4.0,227.6005401611328
347,1.0,213.95138549804688
348,2.0,319.77606201171875
349,7.0,354.2679748535156
350,10.0,1191.315673828125
351,5.0,436.65789794921875
352,-4.0,391.29571533203125
353,14.0,1622.7000732421875
354,-3.0,415.0838623046875
355,9.0,797.7073974609375
356,7.0,471.20001220703125
357,7.0,565.540771484375
358,9.0,922.8875732421875
359,9.0,641.665771484375
360,8.0,416.86090087890625
361,7.0,349.8504638671875
362,10.0,409.1368713378906
363,9.0,405.39056396484375
364,8.0,364.7352294921875
365,5.0,245.18081665039062
366,5.0,311.33795166015625
367,2.0,343.5110168457031
368,11.0,372.7241516113281
369,8.0,280.2124938964844
370,4.0,382.3479309082031
371,7.0,259.7085876464844
372,10.0,323.3888854980469
373,11.0,507.10284423828125
374,11.0,362.9112548828125
375,6.0,175.77560424804688
376,10.0,288.8572082519531
377,7.0,220.88442993164062
378,8.0,195.8352508544922
379,3.0,526.9527587890625
380,4.0,530.0519409179688
381,3.0,487.9522705078125
382,10.0,505.2699890136719
383,8.0,452.6118469238281
384,8.0,219.042724609375
385,-3.0,701.0234985351562
386,7.0,412.1973876953125
387,9.0,776.9493408203125
388,7.0,261.4684753417969
389,-2.0,898.635986328125
390,5.0,209.84161376953125
391,11.0,839.6690673828125
392,11.0,832.8885498046875
393,10.0,1063.2490234375
394,7.0,609.548095703125
395,11.0,729.1817016601562
396,11.0,732.2310180664062
397,8.0,167.19009399414062
398,5.0,269.7185363769531
399,11.0,669.8516235351562
400,11.0,632.82763671875
401,9.0,271.834228515625
402,9.0,387.17230224609375
403,8.0,181.96812438964844
404,8.0,139.85507202148438
405,11.0,487.8420715332031
406,7.0,280.53448486328125
407,6.0,600.3640747070312
408,14.0,717.8988647460938
409,10.0,256.9644470214844
410,6.0,301.2496643066406
411,8.0,297.30657958984375
412,9.0,330.3349914550781
413,10.0,376.36358642578125
414,9.0,409.1699523925781
415,12.0,475.37860107421875
416,6.0,367.1898498535156
417,14.0,366.5032043457031
418,12.0,625.308349609375
419,6.0,238.77638244628906
420,7.0,361.9010314941406
421,12.0,877.1575317382812
422,8.0,397.7830810546875
423,8.0,353.7452697753906
424,8.0,306.5122375488281
425,6.0,257.1434326171875
426,8.0,416.429443359375
427,8.0,144.71408081054688
428,4.0,308.28076171875
429,15.0,1382.6917724609375
430,2.0,318.4647521972656
431,6.0,262.2288513183594
432,12.0,388.10699462890625
433,9.0,520.41650390625
434,7.0,410.4967956542969
435,1.0,554.319091796875
436,2.0,438.75299072265625
437,9.0,478.4092102050781
438,6.0,154.624755859375
439,4.0,211.51617431640625
440,5.0,159.3081512451172
441,0.0,398.71893310546875
442,8.0,351.4871520996094
443,9.0,344.9322509765625
444,7.0,301.29034423828125
445,4.0,172.74920654296875
446,4.0,120.08009338378906
447,9.0,805.2090454101562
448,5.0,253.86239624023438
449,10.0,559.5645751953125
450,12.0,956.15625
451,9.0,574.3048095703125
452,14.0,1359.68359375
453,8.0,377.8158874511719
454,9.0,249.9589385986328
455,7.0,425.9098205566406
456,5.0,269.537109375
457,8.0,429.31988525390625
458,10.0,462.0054016113281
459,2.0,471.9035949707031
460,6.0,360.71820068359375
461,2.0,544.3842163085938
462,8.0,240.20826721191406
463,6.0,447.6414794921875
464,8.0,236.81036376953125
465,3.0,415.1659851074219
466,10.0,295.05126953125
467,1.0,401.3155517578125
468,13.0,708.1021728515625
469,9.0,176.77635192871094
470,9.0,129.90185546875
471,8.0,334.3353576660156
472,11.0,498.6283874511719
473,6.0,171.82293701171875
474,8.0,225.23863220214844
475,8.0,404.3457336425781
476,2.0,388.57745361328125
477,12.0,556.6336059570312
478,12.0,454.7976989746094
479,6.0,243.7743682861328
480,5.0,262.4212341308594
481,7.0,306.9918518066406
482,11.0,765.521728515625
483,5.0,232.7301025390625
484,7.0,232.99530029296875
485,8.0,247.90249633789062
486,10.0,354.8569030761719
487,7.0,134.76429748535156
488,7.0,265.1028747558594
489,5.0,326.974609375
490,3.0,429.59228515625
491,5.0,457.8848571777344
492,5.0,403.2819519042969
493,12.0,499.4565734863281
494,4.0,228.25498962402344
495,5.0,466.232177734375
496,6.0,99.93251037597656
497,12.0,1072.1292724609375
498,10.0,600.6232299804688
499,11.0,1030.70947265625
500,11.0,917.8568115234375
501,6.0,254.99888610839844
502,5.0,157.04920959472656
503,10.0,822.723388671875
504,6.0,205.18328857421875
505,12.0,460.79150390625
506,2.0,818.9337768554688
507,6.0,225.36569213867188
508,8.0,383.2977600097656
509,8.0,209.02003479003906
510,5.0,291.7944641113281
511,9.0,559.321044921875
512,11.0,422.3334655761719
513,7.0,258.9719543457031
514,7.0,231.70162963867188
515,10.0,529.9833374023438
516,1.0,607.8179321289062
517,7.0,287.8172607421875
518,5.0,370.4888610839844
519,8.0,221.4513702392578
520,0.0,559.422119140625
521,9.0,567.5755004882812
522,7.0,152.0305633544922
523,14.0,771.1790161132812
524,8.0,93.10389709472656
525,10.0,352.1226806640625
526,10.0,471.8597106933594
527,7.0,337.77178955078125
528,8.0,238.98785400390625
529,4.0,363.324951171875
530,7.0,483.0055236816406
531,3.0,427.4482116699219
532,6.0,292.0697021484375
533,5.0,205.75726318359375
534,9.0,362.5701599121094
535,8.0,314.2067565917969
536,8.0,269.9801330566406
537,12.0,558.8515625
538,8.0,192.7104949951172
539,8.0,732.9518432617188
540,10.0,545.9443359375
541,2.0,546.9969482421875
542,8.0,84.43009185791016
543,4.0,364.86212158203125
544,11.0,671.5432739257812
545,1.0,342.9933166503906
546,8.0,272.6827697753906
547,8.0,246.1768341064453
548,10.0,328.5908508300781
549,8.0,318.7904968261719
550,8.0,214.697021484375
551,10.0,468.48602294921875
552,8.0,366.1360778808594
553,7.0,460.4516906738281
554,1.0,523.8914184570312
555,4.0,326.5008239746094
556,12.0,571.8763427734375
557,7.0,355.07611083984375
558,7.0,345.354248046875
559,8.0,301.2607116699219
560,13.0,583.519287109375
561,4.0,327.8244323730469
562,10.0,197.92173767089844
563,9.0,342.5973205566406
564,13.0,486.2727966308594
565,9.0,244.27879333496094
566,7.0,192.7034912109375
567,6.0,269.787109375
568,8.0,458.7723693847656
569,8.0,538.335693359375
570,8.0,200.64071655273438
571,15.0,791.80517578125
572,4.0,479.0041809082031
573,4.0,387.2247009277344
574,18.0,1601.845703125
575,2.0,510.9913330078125
576,10.0,215.18397521972656
577,4.0,565.8818969726562
578,8.0,211.79293823242188
579,6.0,269.5794372558594
580,10.0,186.9241943359375
581,12.0,628.4489135742188
582,12.0,604.6561889648438
583,10.0,690.5941162109375
584,12.0,538.9249877929688
585,11.0,441.5277099609375
586,10.0,483.2178955078125
587,6.0,340.61785888671875
588,3.0,430.423583984375
589,8.0,406.7695617675781
590,12.0,622.5225219726562
591,9.0,428.959228515625
592,10.0,458.3229675292969
593,11.0,334.9868469238281
594,9.0,319.25347900390625
595,8.0,404.5210266113281
596,7.0,311.3887634277344
597,8.0,410.5632629394531
598,6.0,383.6659240722656
599,8.0,289.9517822265625
600,6.0,444.506591796875
601,7.0,323.645263671875
602,6.0,220.71282958984375
603,8.0,388.71539306640625
604,10.0,598.6544189453125
605,4.0,422.46490478515625
606,10.0,575.9139404296875
607,6.0,152.32473754882812
608,10.0,377.98333740234375
609,5.0,192.1103515625
610,11.0,531.20654296875
611,4.0,206.971923828125
612,8.0,224.91481018066406
613,7.0,362.25714111328125
614,6.0,488.9562683105469
615,9.0,429.1690368652344
616,7.0,268.0843200683594
617,9.0,512.5100708007812
618,7.0,150.14657592773438
619,11.0,414.4579772949219
620,9.0,588.6920776367188
621,6.0,185.40371704101562
622,8.0,342.3620910644531
623,11.0,397.2510681152344
624,7.0,247.19131469726562
625,10.0,394.8465881347656
626,6.0,357.96820068359375
627,4.0,384.378173828125
628,3.0,290.73358154296875
629,7.0,209.30604553222656
630,6.0,280.4802551269531
631,5.0,333.4525146484375
632,12.0,210.14529418945312
633,9.0,315.7017517089844
634,6.0,249.99197387695312
635,8.0,328.5693359375
636,4.0,311.8414611816406
637,8.0,310.0474548339844
638,11.0,596.2625122070312
639,5.0,248.0771026611328
640,9.0,737.6586303710938
641,11.0,503.4920959472656
642,5.0,266.4436950683594
643,8.0,281.382568359375
644,8.0,283.6899108886719
645,7.0,200.84957885742188
646,10.0,976.2957763671875
647,10.0,385.7074279785156
648,7.0,282.8779296875
649,10.0,483.6389465332031
650,7.0,458.46826171875
651,9.0,611.4797973632812
652,6.0,232.5404052734375
653,7.0,236.21131896972656
654,10.0,228.212890625
655,9.0,674.150634765625
656,6.0,258.1512756347656
657,5.0,277.762451171875
658,8.0,98.04933166503906
659,3.0,406.9786682128906
660,12.0,617.1190185546875
661,10.0,455.1866149902344
662,9.0,307.0256042480469
663,5.0,271.2248840332031
664,9.0,181.1629180908203
665,9.0,195.22003173828125
666,6.0,365.61456298828125
667,8.0,253.74298095703125
668,10.0,450.4881896972656
669,13.0,847.3714599609375
670,4.0,555.2569580078125
671,6.0,179.43875122070312
672,4.0,349.4991455078125
673,9.0,374.7996520996094
674,7.0,159.0830078125
675,8.0,200.48773193359375
676,10.0,610.0318603515625
677,4.0,252.76608276367188
678,6.0,384.2264404296875
679,10.0,341.41339111328125
680,11.0,860.9685668945312
681,4.0,251.17259216308594
682,2.0,444.36041259765625
683,6.0,189.45082092285156
684,4.0,306.2102355957031
685,4.0,202.93470764160156
686,15.0,1219.820556640625
687,5.0,182.58045959472656
688,6.0,312.41766357421875
689,8.0,671.0275268554688
690,10.0,348.5846252441406
691,7.0,393.4083557128906
692,7.0,228.44345092773438
693,8.0,422.77520751953125
694,9.0,145.87115478515625
695,9.0,470.3701171875
696,7.0,213.32078552246094
697,6.0,186.234375
698,9.0,401.2339172363281
699,2.0,383.9886169433594
700,7.0,280.57904052734375
701,2.0,334.83673095703125
702,10.0,279.01641845703125
703,9.0,577.74609375
704,8.0,261.8047790527344
705,14.0,953.40673828125
706,13.0,580.3831787109375
707,4.0,166.3512420654297
708,8.0,297.48291015625
709,10.0,227.7879638671875
710,9.0,223.0377197265625
711,5.0,332.95111083984375
712,8.0,346.6220703125
713,4.0,382.7115783691406
714,8.0,258.0830993652344
715,11.0,299.1734313964844
716,6.0,278.40576171875
717,7.0,268.2337646484375
718,7.0,248.19741821289062
719,11.0,585.9083251953125
720,9.0,410.5675964355469
721,6.0,202.55819702148438
722,7.0,201.9144287109375
723,6.0,389.95123291015625
724,9.0,494.4812316894531
725,8.0,536.1400146484375
726,11.0,408.20318603515625
727,9.0,416.8077392578125
728,8.0,203.8881378173828
729,6.0,218.82241821289062
730,4.0,228.86434936523438
731,4.0,234.77011108398438
732,6.0,148.25210571289062
733,6.0,252.99530029296875
734,10.0,366.43768310546875
735,9.0,421.43853759765625
736,12.0,265.0993347167969
737,11.0,514.1637573242188
738,7.0,201.37625122070312
739,8.0,267.6886291503906
740,5.0,244.31558227539062
741,10.0,325.8961181640625
742,1.0,466.4963684082031
743,7.0,408.9424743652344
744,4.0,293.0337219238281
745,7.0,452.642578125
746,3.0,373.0602111816406
747,5.0,212.8452606201172
748,2.0,284.6883544921875
749,1.0,457.8966369628906
750,7.0,295.7181091308594
751,6.0,130.88633728027344
752,5.0,305.9324951171875
753,5.0,153.99642944335938
754,5.0,277.294677734375
755,8.0,289.6247253417969
756,7.0,387.3187561035156
757,9.0,392.2263488769531
758,9.0,665.2564086914062
759,4.0,246.044189453125
760,8.0,620.4959106445312
761,13.0,964.6918334960938
762,5.0,183.642578125
763,11.0,851.5169067382812
764,4.0,196.1531524658203
765,10.0,545.8058471679688
766,9.0,652.5807495117188
767,6.0,170.6160430908203
768,7.0,410.9736633300781
769,6.0,216.0441131591797
770,12.0,420.8131103515625
771,5.0,310.5592956542969
772,12.0,581.1924438476562
773,8.0,322.8390808105469
774,6.0,262.4758605957031
775,7.0,258.76300048828125
776,4.0,446.9185485839844
777,4.0,465.0000305175781
778,6.0,424.42523193359375
779,10.0,525.739501953125
780,3.0,561.6251220703125
781,8.0,236.06661987304688
782,10.0,508.3277587890625
783,9.0,444.0043640136719
784,5.0,302.8730163574219
785,8.0,230.6387176513672
786,3.0,465.9717102050781
787,15.0,983.6890258789062
788,7.0,249.68580627441406
789,11.0,352.1609191894531
790,11.0,539.0040283203125
791,8.0,293.43548583984375
792,9.0,297.7566223144531
793,8.0,218.64019775390625
794,13.0,381.0625305175781
795,7.0,388.83349609375
796,16.0,975.3236694335938
797,2.0,543.2901000976562
798,2.0,424.2730712890625
799,8.0,250.37181091308594
800,6.0,179.1756591796875
801,7.0,283.7386169433594
802,8.0,303.655517578125
803,11.0,447.8898010253906
804,7.0,168.47183227539062
805,10.0,294.7312927246094
806,5.0,653.3477783203125
807,10.0,547.7716674804688
808,2.0,444.05963134765625
809,5.0,366.7925720214844
810,4.0,297.9095153808594
811,5.0,201.25637817382812
812,3.0,259.7047119140625
813,10.0,540.94873046875
814,10.0,508.77044677734375
815,8.0,254.63787841796875
816,7.0,269.90789794921875
817,4.0,248.09762573242188
818,9.0,519.020751953125
819,4.0,257.52386474609375
820,10.0,303.0323181152344
821,3.0,151.80661010742188
822,8.0,336.3314514160156
823,5.0,232.2002410888672
824,7.0,390.917236328125
825,6.0,120.87053680419922
826,11.0,525.1150512695312
827,9.0,381.53009033203125
828,9.0,258.2334899902344
829,13.0,614.7865600585938
830,14.0,784.7260131835938
831,11.0,286.4664001464844
832,10.0,514.0120849609375
833,9.0,268.70660400390625
834,7.0,306.91619873046875
835,11.0,369.1835632324219
836,6.0,328.8553466796875
837,7.0,291.3829650878906
838,17.0,1051.589111328125
839,7.0,428.2306823730469
840,7.0,244.98155212402344
841,11.0,406.1498718261719
842,11.0,385.1788024902344
843,3.0,556.4078979492188
844,2.0,747.0532836914062
845,7.0,291.7944641113281
846,14.0,468.8957214355469
847,6.0,255.59666442871094
848,7.0,216.98704528808594
849,8.0,237.61585998535156
850,9.0,309.6329650878906
851,7.0,139.15377807617188
852,14.0,857.4232177734375
853,10.0,546.603515625
854,4.0,267.59503173828125
855,2.0,321.47869873046875
856,4.0,178.7062530517578
857,11.0,476.7804260253906
858,9.0,331.8943786621094
859,14.0,948.43603515625
860,2.0,586.501953125
861,7.0,226.02407836914062
862,8.0,333.4272155761719
863,3.0,582.9732666015625
864,12.0,877.7894287109375
865,6.0,114.3040771484375
866,14.0,792.5130004882812
867,8.0,160.9161834716797
868,10.0,594.5053100585938
869,5.0,192.97804260253906
870,10.0,1021.2122192382812
871,2.0,403.4363098144531
872,4.0,249.77081298828125
873,9.0,339.74285888671875
874,10.0,221.69480895996094
875,9.0,53.65227127075195
876,8.0,278.9720764160156
877,10.0,422.7223205566406
878,5.0,246.48646545410156
879,15.0,1145.9296875
880,9.0,328.1085510253906
881,5.0,416.5455322265625
882,7.0,297.3997497558594
883,9.0,161.2336883544922
884,6.0,304.1938171386719
885,7.0,186.64483642578125
886,8.0,327.61688232421875
887,11.0,428.3420104980469
888,14.0,557.8341064453125
889,6.0,387.5304260253906
890,6.0,136.93441772460938
891,5.0,325.8481750488281
892,7.0,205.80807495117188
893,12.0,485.7496032714844
894,9.0,301.1946105957031
895,13.0,497.17901611328125
896,7.0,285.84808349609375
897,8.0,248.49356079101562
898,10.0,276.01348876953125
899,5.0,602.2159423828125
900,2.0,462.26580810546875
901,5.0,249.84814453125
902,8.0,358.927490234375
903,5.0,195.66192626953125
904,3.0,545.705810546875
905,4.0,273.3562927246094
906,8.0,347.18133544921875
907,10.0,263.42901611328125
908,6.0,171.31558227539062
909,7.0,375.8836364746094
910,6.0,624.9743041992188
911,-1.0,817.767822265625
912,3.0,236.23390197753906
913,8.0,184.4964599609375
914,8.0,227.1931610107422
915,8.0,589.9990844726562
916,-4.0,934.889404296875
917,8.0,660.32177734375
918,9.0,643.4029541015625
919,-7.0,1772.5111083984375
920,5.0,411.4573974609375
921,12.0,1199.1014404296875
922,8.0,660.4843139648438
923,7.0,625.5272216796875
924,12.0,743.03125
925,11.0,822.826416015625
926,14.0,1068.09765625
927,3.0,472.52740478515625
928,13.0,1814.552978515625
929,3.0,212.25389099121094
930,10.0,424.45660400390625
931,13.0,779.1142578125
932,7.0,336.3722229003906
933,3.0,244.6837158203125
934,9.0,167.87548828125
935,4.0,366.4695129394531
936,5.0,249.19679260253906
937,9.0,217.41087341308594
938,7.0,202.0958251953125
939,10.0,359.42510986328125
940,11.0,511.7390441894531
941,7.0,351.3255920410156
942,8.0,289.9104919433594
943,6.0,273.23077392578125
944,10.0,527.8085327148438
945,8.0,370.6004638671875
946,15.0,1047.7261962890625
947,5.0,299.9212951660156
948,8.0,236.88099670410156
949,8.0,338.7433166503906
950,8.0,339.94244384765625
951,9.0,423.6141662597656
952,6.0,207.6053009033203
953,9.0,492.0581970214844
954,13.0,590.47802734375
955,11.0,489.5053405761719
956,5.0,224.73431396484375
957,8.0,335.2395324707031
958,7.0,277.8612365722656
959,6.0,233.74285888671875
960,4.0,550.8796997070312
961,13.0,881.6602172851562
962,10.0,447.20208740234375
963,8.0,289.5907287597656
964,9.0,228.6997528076172
965,8.0,295.26312255859375
966,9.0,428.6344909667969
967,6.0,255.5540008544922
968,10.0,253.1839141845703
969,7.0,175.46388244628906
970,7.0,152.17138671875
971,5.0,672.9654541015625
972,4.0,268.3388366699219
973,8.0,242.49322509765625
974,8.0,441.6611328125
975,5.0,241.22145080566406
976,11.0,538.145751953125
977,5.0,282.45703125
978,11.0,371.2204284667969
979,9.0,222.40792846679688
980,10.0,289.0605163574219
981,2.0,936.349609375
982,8.0,572.7648315429688
983,14.0,950.8921508789062
984,6.0,218.39230346679688
985,4.0,226.64552307128906
986,6.0,80.87837982177734
987,4.0,170.17990112304688
988,5.0,218.43080139160156
989,8.0,246.42091369628906
990,6.0,304.8027648925781
991,7.0,160.5861053466797
992,5.0,172.29290771484375
993,8.0,325.5250244140625
994,9.0,623.8853149414062
